Population size,"1,720,600",Ancestral pop. Size
Population size,"8,603,000",Post-expansion African pop. Size
Population size,"2,200",European bottleneck pop. size
Population size,"1,075,000",Modern European pop. size
Epoch Time (gen.),"600,000",Expansion of population in Africa
Epoch Time (gen.),"158,000",African-European divergence
Epoch Time (gen.),"154,600",European pop. Expansion
Generation time (yrs.),0.1,Generation time
Mutation rate,1.45e-9,Per-base per-generation mutation rate
