Population size,"6,755,470",Eastern Florda (EF) pop. size
Migration rate, 2.36E-07,GA-EF migration rate
Migration rate, 1.93E-07,EF-GA migration rate
Epoch Time (gen.),"2023869",GA/EF split time
Generation time (yrs.),1.5,Generation time
Mutation rate (subst/1yr),2.1e-10,Mutation rate
