Population size,"100,000",Reference population size
Population size,"652,700",Ancestral pop. Size
Population size,"145,300",Bottleneck pop. size
Population size,"544,200",Recent pop. size
Epoch Time (gen.),"2,200,000",Onset of bottleneck
Epoch Time (gen.),"200,000",Population expansion
Generation time (yrs.),0.1,Generation time
